Aire_Normalisée	Angle
0,0396138999163336	66,0295129627069000
0,0396138999163336	66,0295129627069000
0,0396138999163336	66,0295129627069000
0,0396138999163336	66,0295129627069000
0,0396138999163336	66,0295129627069000
0,0396138999163336	66,0295129627069000
0,0396138999163336	66,0295129627069000
0,0396138999163336	66,0295129627069000
0,0478811069631935	70,4277592126876000
0,0478811069631935	70,4277592126876000
0,0478811069631935	70,4277592126876000
0,0478811069631935	70,4277592126876000
0,0478811069631935	70,4277592126876000
0,0478811069631935	70,4277592126876000
0,0478811069631935	70,4277592126876000
0,0478811069631935	70,4277592126876000
0,0484688753870500	75,5268293065702000
0,0510267129504500	71,8849356157516000
0,0510267129504500	71,8849356157516000
0,0510267129504500	71,8849356157516000
0,0510267129504500	71,8849356157516000
0,0510267129504500	71,8849356157516000
0,0521160437930795	73,7931921054056000
0,0521160437930795	73,7931921054056000
0,0634342874893226	79,6550854843778000
0,0652509571931413	65,6787798166495000
0,0652509571931413	65,6787798166495000
0,0667449301101964	59,2261223561571000
0,0667449301101964	59,2261223561571000
0,0667449301101964	59,2261223561571000
0,0667449301101964	59,2261223561571000
0,0667449301101964	59,2261223561571000
0,0667449301101964	59,2261223561571000
0,0667449301101964	59,2261223561571000
0,0667449301101964	59,2261223561571000
0,0667449301101964	59,2261223561571000
0,0667449301101964	59,2261223561571000
0,0718177677450245	73,7931921054056000
0,0718177677450245	73,7931921054056000
0,0718177677450245	73,7931921054056000
0,0718177677450245	73,7931921054056000
0,0718177677450245	73,7931921054056000
0,0718177677450245	73,7931921054056000
0,0718177677450245	73,7931921054056000
0,0718177677450245	73,7931921054056000
0,0718177677450245	73,7931921054056000
0,0733935832978157	69,3585747838032000
0,0736776623947960	74,1809702311577000
0,0736776623947960	74,1809702311577000
0,0736776623947960	74,1809702311577000
0,0736776623947960	74,1809702311577000
0,0736776623947960	74,1809702311577000
0,0736776623947960	74,1809702311577000
0,0736776623947960	74,1809702311577000
0,0736776623947960	74,1809702311577000
0,0736776623947960	74,1809702311577000
0,0736776623947960	74,1809702311577000
0,0736776623947960	74,1809702311577000
0,0736776623947960	74,1809702311577000
0,0736776623947960	74,1809702311577000
0,0736776623947960	74,1809702311577000
0,0736776623947960	74,1809702311577000
0,0736776623947960	74,1809702311577000
0,0736776623947960	74,1809702311577000
0,0736776623947960	74,1809702311577000
0,0736776623947960	74,1809702311577000
0,0736776623947960	74,1809702311577000
0,0736776623947960	74,1809702311577000
0,0737353686526031	63,8405573411985000
0,0737353686526031	63,8405573411985000
0,0737353686526031	63,8405573411985000
0,0741382113945953	73,4139340934993000
0,0741382113945953	73,4139340934993000
0,0741382113945953	73,4139340934993000
0,0782218029178203	65,1554206962678000
0,0782218029178203	65,1554206962678000
0,0782218029178203	65,1554206962678000
0,0782218029178203	65,1554206962678000
0,0782218029178203	65,1554206962678000
0,0782218029178203	65,1554206962678000
0,0798755305365584	74,1809702311577000
0,0798755305365584	74,1809702311577000
0,0798755305365584	74,1809702311577000
0,0798755305365584	74,1809702311577000
0,0798755305365584	74,1809702311577000
0,0798755305365584	74,1809702311577000
0,0798755305365584	74,1809702311577000
0,0798755305365584	74,1809702311577000
0,0798755305365584	74,1809702311577000
0,0798755305365584	74,1809702311577000
0,0798755305365584	74,1809702311577000
0,0798755305365584	74,1809702311577000
0,0798755305365584	74,1809702311577000
0,0798755305365584	74,1809702311577000
